2|4|Cure Light Wounds|"Upon laying his or her hand upon a creature, the druid causes from 1 to 8 hit points of wound or other injury damage to the creature's body to be healed. This healing will not affect creatures without corporeal bodies, nor will it cure wounds of creatures not living or those which can be harmed only by iron, silver, and/or magical weapons. Its reverse, Cause Light Wounds, operates in the same manner; and if a person is avoiding this touch, a melee combat ""to hit"" die is rolled to determine if the druid's hand strikes the opponent and causes such a wound. Note that cured wounds are permanent only insofar as the creature does not sustain further damage, and that caused wounds will heal - or can be cured - just as any normal injury will. Caused light wounds are 1 to 8 hit points of damage. "|0.4|P|VSM|None
2|5|Feign Death| By means of this spell, the caster or any other creature whose levels of experience/hit dice do not exceed the magic-user's own level can be put into a cataleptic state which is impossible to distinguish from actual death. Although the person/creature affected by the Feign Death spell can smell, hear, and know what is going on, no feeling or sight of any sort is possible; thus, any wounding or mistreatment of the body will not be felt and no reaction will occur and damage will be only one-half normal. In addition, paralysis, poison, or energy level drain will not affect the individual/creature under the influence of this spell, but poison injected or otherwise introduced into the body will become effective when the spell recipient is no longer under the influence of this spell, although a saving throw is permitted. Note that only a willing individual can be affected by Feign Death. The spell caster is able to end the spell effects at any time desired, but it requires 1 full round for bodily functions to begin again|0.3|4+2n|VSM|None
2|6|Fire Trap|Any closable item (book, box, bottle. chest, coffer, coffin, door, drawer, and so forth) is affected by a Fire Trap spell, but the item so trapped cannot have a second spell such as Hold Portal or Wizard Lock placed upon it except as follows: if a Fire Trap/Hold Portal is attempted, only the spell first cast will work, and the other will be negated (both negated if cast simultaneously). If a Fire Trap is cast after a Wizard Lock, the former is negated, if both are cast simultaneously both are negated, and if a Wizard Lock is cast after placement of a Fire Trap there is a 50% chance that both spells will be negated. A Knock spell will not affect a Fire Trap in any way - as soon as the offending party enters/touches, the trap will discharge. The caster can use the trapped object without discharging it. When the trap is discharged there will be an explosion of 5' radius, and all creatures within this area must make saving throws versus magic. Damage is 1-4 hit points plus 1 hit point per level of the magic-user who cast the spell, or one-half the total amount for creatures successfully saving versus magic. The item trapped is NOT harmed by this explosion. There is only 50% of the normal chance to detect a Fire Trap, and failure to remove it when such action is attempted detonates it immediately. To place this spell, the caster must trace the outline of the closure with a bit of sulphur or saltpetre. |10|P|VSM|Half
2|7|Heat Metal|By means of the Heat Metal spell, the druid is able to excite the molecules of ferrous metal (iron, iron alloys, steel) and thus cause the affected metal to become hot. On the first round of the spell, the effect is merely to cause the metal to be very warm and uncomfortable to touch, and this is also the effect on the last melee round of the spell's duration. The second and sixth (next to the last) round effect is to cause blisters and damage; the third, fourth, and fifth rounds the metal becomes searing hot, causing disability and damage to exposed flesh, as shown below: 1d4 damage when very hot, 2d4 damage when searing. Searing metal causes temporary disability in the affected areas.|0.4|7|VSM|None
2|8|Locate Plants|When this spell is used by a druid, he or she is able to locate any desired type of plant within the area of effect. Note: the plant type must be singular and concentrated upon. The spell's area of effect centres on, and moves with, the druid. |1|10n|VSM|None
2|9|Obscurement|"This spell causes a misty vapour to arise around the druid. It persists in this locale for 4 rounds per level of experience of the druid casting the spell, and it reduces visibility of any sort (including infravision) to 2' to 8' (2d4). The area of effect is a cubic progression based on the druid's level of experience, a 1"" cube at 1st level, a 2"" cube at 2nd level, a 3"" cube at 3rd level, and so on. Underground, the height of the vapour is restricted to 1"", although the length and breadth of the cloud is not so limited. A strong wind will cut the duration of an Obscurement spell by 75%. "|0.4|4n|VS|None
2|10|Produce Flame|"A bright flame, equal in brightness to a torch, springs forth from the druid's palm when he or she casts a Produce Flame spell. This magical flame lasts for 2 melee rounds for each level of the druid casting the spell. The flame does not harm the druid's person. but it is hot, and it will cause combustion of inflammable materials (paper, cloth, dry wood, oil, etc.). The druid is capable of hurling the magical flame as a missile, with a range of 4"". The flame will flash on impact, igniting combustibles within a 3' diameter of its centre of impact. and then extinguish itself. The druid can cause it to go out any time he or she desires, but fire caused by the flame cannot be so extinguished. "|0.4|2n|VSM|None
2|11|Trip|The spell caster must use a length of vine, a stick, pole, rope, or similar object to cast this magic upon. The Trip spell causes the object to rise slightly off the ground or floor it is resting on and trip creatures crossing it if they fail to make their saving throw versus magic. Note that only as many creatures can be tripped as are actually stepping across the magicked object, i.e. a 3' long piece of rope could trip only 1 man-sized creature. Creatures moving at a very rapid pace (running) when tripped will take 1-6 (d6) hit points of damage and be stunned for 2-5 (d4+1) rounds if the surface they full upon is very hard, but if it is turf or non-hard they will merely be stunned for 2-5 segments. Very large creatures such as elephants will not be at all affected by a Trip. The object magicked will continue to trip all creatures passing over it, including the spell caster, for as long as the spell duration lasts. Creatures aware of the object and its potential add +4 to their saving throw when crossing it. The object is 80% undetectable without magical means of detection. |0.5|10n|VSM|Neg.
2|12|Warp Wood|"When this spell is cast the druid causes a volume of wood to bend and warp, permanently destroying its straightness, form and strength. The range of a Warp Wood spell is 1"" for each level of experience of the druid casting it. It affects approximately a fifteen inch shaft of wood of up to one inch diameter per level of the druid. Thus, at 1st level, a druid might be able to warp a hand axe handle, or four crossbow bolts, at 5th level he or she could warp the shaft of a typical magic spear. Note that boards or planks can also be affected, causing a door to be sprung or a boat or ship to leak."|0.4|P|VSM|None
3|1|Call Lightning|"When a Call Lightning spell is cast, there must be a storm of some sort in the area - a rain shower, clouds and wind, hot and cloudy conditions, or even a tornado. The druid is then able to call down belts of lightning from sky to ground. Each bolt will cause damage equal to 2 eight-sided dice (2d8) plus 1 like die (d8) for each level of experience of the druid casting the spell. Thus, a 4th level druid calls down a six-die (6d8) bolt. The bolt of lightning flashes down in a perpendicular stroke at whatever distance the spell caster decides, up to the 36"" radial distance maximum. Any creature within a 1"" radius of the path or the point where the lightning strikes will take full damage, unless a saving throw is made, in which case only one-half damage is taken. Full/half damage refers to the number of hit dice of the lightning bolt, i.e. if it is of eight dice strength, the victim will take either eight dice (8d8) or four dice (4d8), if the saving throw is made, of damage. The druid is able to call one bolt of lightning every 10 melee rounds (1 turn), to a maximum number of turns equal to the level of experience he or she has attained, i.e. 1 bolt/turn for each level of experience. Note: This spell is normally usable outdoors only. "|10|10n|VSM|Half
3|2|Cure Disease|The cleric cures most diseases - including those of a parasitic, bacterial, or viral nature - by placing his or her hand upon the diseased creature. The affliction rapidly disappears thereafter, making the cured creature whole and well in from 1 turn to 1 week, depending on the kind of disease and the state of its advancement when the cure took place. The reverse of the Cure Disease spell is Cause Disease. To be effective. the cleric must touch the intended victim, and the victim must fail the saving throw. The disease caused will begin to affect the victim in 16 turns, causing the afflicted creature to lose 1 hit point per turn, and 1 point of strength per hour, until the creature is at 10% of original hit points and strength, at which time the afflicted is weak and virtually helpless. |1|P|VSM|None
3|3|Hold Animal|By means of this spell the druid holds one to four animals rigid. Animals affected are normal or giant-sized mammals, birds, or reptiles, but not monsters such as centaurs, gorgons, harpies, naga, etc. That is, apes, bears, crocodiles, dogs, eagles, foxes, giant beavers, and similar animals are subject to this spell. The hold lasts for 2 melee rounds per level of experience of the druid casting it. It is up to the druid as to how many animals he or she wishes to hold with the spell, but the greater the number, the better chance each will have of not being affected by the spell. Note that a maximum body weight of 400 pounds (100 pounds with respect to non-mammals)/animal/level of experience of the druid can be affected, i.e. an 8th level druid can affect up to four 3,200 pound mammals or a like number of 800 pound non-mammals such as birds or reptiles. Each animal gets a saving throw: if only 1 is the subject of the spell, it has a penalty of -4 on its die roll to save; if 2 are subject, they each receive a penalty of -2 on their die rolls; if 3 are subject, they each receive a penalty of -1 on their die rolls; if 4 are subject, each makes a normal saving throw.  |0.5|2n|VSM|Neg.
3|4|Neutralize Poison|" By means of a Neutralize Poison spell, the cleric detoxifies any sort of venom in the creature or substance touched. Note that an opponent, such as a poisonous reptile or snake (or even an envenomed weapon of an opponent) unwilling to be so touched requires the cleric to score a hit in melee combat. Effects of the spell are permanent only with respect to poison existing in the touched creature at the time of the touch, i.e. creatures (or objects) which generate new poison will not be permanently detoxified. The reversed spell, Poison, likewise requires an attack (a ""to hit"" touch which succeeds), and the victim is allowed a saving throw versus poison. If the latter is unsuccessful, the victim is killed by the poison."|0.5|P|VS|None
3|5|Plant Growth|" When a Plant Growth spell is cast by the druid, he or she causes normal vegetation a grow, entwine, and entangle to form a thicket or jungle which creatures must hack or force a way through at a movement rate of 1"" per, or 2"" per with respect to larger than man-sized creatures. Note that the area must have brush and trees in it in order to allow this spell to go into effect. Briars, bushes, creepers, lianas, roots, saplings, thistles, thorn, trees, vines, and weeds become so thick and overgrown in the area of effect as to form a barrier. The area of effect is 2"" x 2"" square per level of experience of the druid, in any square or rectangular shape that the druid decides upon at the time of the spell casting. Thus an 8th level druid can affect a maximum area of 16"" x 16"" square, a 32"" x 8"" rectangle, a 64"" X 4"" rectangle, 128"" x 2"" rectangle, etc. The spell's effects persist in the area until it is cleared by labour, fire, or such magical means as a Dispel Magic spell (q.v.) "|1|P|VSM|None
3|6|Protection from Fire|The effect of a Protection From Fire spell differs according to the recipient of the magic - the druid or some other creature. If the spell is cast upon the druid, it confers complete invulnerability to normal fires (torches, bonfires, oil fires, and the like) and to exposure to magical fires such as demon fire, burning hands, fiery dragon breath, Fireball, Fire Seeds, Fire Storm, Flame Strike, hell hound breath, Meteor Swarm, pyrohydra breath, etc. until an accumulation of 12 hit points of potential damage per level of experience of the druid has been absorbed by the Protection From Fire spell, at which time the spell is negated. Otherwise the spell lasts for 1 turn per level of experience of the druid. If the spell is cast upon another creature, it gives invulnerability to normal fire, gives a bonus of +4 on saving throw die rolls made versus fire attacks, and reduces damage sustained from magical fires by 50%. |0.5|Special|VSM|None
3|7|Pyrotechnics|"A Pyrotechnics spell can have either of two effects. It produces a flashing and fiery burst of glowing, coloured aerial fireworks which lasts 1 segment per experience level of the druid casting the spell and temporarily blinds those creatures in the area of effect or under it or within 12"" of the area (and in any event in unobstructed line of sight); or it causes a thick writhing stream of smoke to arise from the fire source of the spell and form a choking cloud which lasts for 1 round per experience level of the druid casting it, covering a roughly globular area from the ground or floor up (or conforming to the shape of a confined area), which totally obscures vision beyond 2'. The spell requires a fire of some sort in range. The area of Pyrotechnics effect is 10 times the volume of the fire source with respect to fireworks, 100 times with respect to smoke. In either case, the fire source is immediately extinguished by the employment of the spell."|0.5|Special|VSM|None
3|8|Snare|This spell enables the druid to make a snare which is 90% undetectable without magical aid. The snare can be made from any supple vine, a thong, or a rope. When the Snare spell is cast upon it, the cordlike object blends with the background of its location. One end of the snare is tied in a loop which will contract about 1 or more of the limbs of any creature stepping inside the circle (note that the head of a worm or snake could also be thus ensnared). If a strong and supple tree is nearby, the snare will be fastened to it, and the dweomer of the spell will cause it to bend and then straighten when the loop is triggered, thus causing 1-6 hit points of damage to the creature trapped, and lifting off the ground by the trapped member(s) (or strangling it if the head/neck triggered the snare). If no such sapling or tree is available, the cord-like object will tighten upon the member(s) and then enwrap the entire creature, doing no damage, but tightly binding it. The snare is magical, so for 1 hour it is breakable only by storm giant or greater strength (23); each hour thereafter, the snare material loses magic so as to become 1 point more breakable per hour - 22 after 2 hours, 21 after 3, 20 after 4 - until 6 full hours have elapsed. At that time, 18 strength will break the bonds. After 12 hours have elapsed, the materials of the snare lose all of the magical properties, and the loop opens, freeing anything it had held. The druid must have a snake skin and a piece of sinew from a strong animal to weave into the cord-like object from which he or she will make the snare. Only mistletoe is otherwise needed.|3|P|VSM|None
3|9|Stone Shape| By means of this spell the magic-user can form an existing piece of stone into a shape which will suit his or her purposes. For example, a stone weapon can be made, a special trapdoor fashioned, or an idol sculpted. By the same token, it would allow the spell caster to reshape a stone door, perhaps, so as to escape imprisonment providing the volume of stone involved was within the limits of the area of effect. While stone coffers can be thus formed, secret doors made, etc., the fineness of detail is not great. The material component of this spell is soft clay which must be worked into roughly the desired shape of the stone object and then touched to the stone when the spell is uttered. |1|P|VSM|None
3|10|Summon Insects|When a Summon Insects spell is cast by a druid, he or she attracts flying insects 70% of the time. The exact insects called will be bees, biting flies, hornets, or wasps if flying insects are indicated, or biting ants or pinching beetles if non-flying insects are determined. A cloud of the flying type, or a swarm of the crawling sort, will appear after the spell is cast. They will attack any creature the druid points to. The attacked creature will sustain 2 hit points of damage per melee round, and it can do nothing but attempt to fend off these insects during the time it is so attacked. The summoned insects can be caused to attack another opponent. but there will be at least a 1 round delay while they leave the former recipient and attack the new victim, and crawling insects can travel only about 12' per round (maximum speed over smooth ground). It is possible in underground situations that the druid could summon 1-4 giant ants by means of the spell, but the possibility is only 30% unless giant ants are nearby. The materials needed for this spell are mistletoe, a flower and a bit of mud or wet clay. |1|n|VSM|None
3|11|Tree| By means of this spell the druid is able to assume the form of a small living tree or shrub or that of a large dead tree trunk with but a few limbs. Although the closest inspection will not reveal that this plant is actually a druid, and for all normal tests he or she is, in fact, a tree or shrub, the druid is able to observe all that goes on around his or her person just as if he or she were in human form. The spell caster may remove the dweomer at any time he or she desires, instantly changing from plant to human form, and having full capability of undertaking any action normally possible to the druid. Note that all clothing and gear worn/carried change with the druid. The material components of this spell are mistletoe and a twig from a tree.|0.5|60+10n|VSM|None
3|12|Water Breathing| The recipient of a Water Breathing spell is able to freely breathe underwater for the duration of the spell, i.e. 6 turns for each level of experience of the druid casting the spell. The reverse, Air Breathing, allows water breathing creatures to comfortably survive in the atmosphere for an equal duration. |0.5|60n|VSM|None
4|1|Animal Summoning I| By means of this spell, the druid calls up to eight animals of whatever sort the druid names when the summoning is made, if such type are within spell range. These animals can have no more than four hit dice each. The animals summoned will aid the druid by whatever means they possess, staying until a fight is over, a specific mission is finished, the druid is safe, he or she sends them away, etc. The druid may try three times to summon three different sorts of animals, i.e. suppose that wild dogs are first summoned to no avail, then hawks are unsuccessfully called, and finally the druid calls for wild horses which may or may not be within summoning range. Your referee will determine probabilities if the presence of a summoned animal type is not known. Other than various sorts of giant animals, fantastic animals or monsters cannot be summoned lay this spell, i.e. no chimerae, dragons, gorgons, manticores, etc. |0.6|Special|VSM|None
4|2|Call Woodland Beings|"By means of this spell the druid is able to summon certain woodland creatures to his or her location. Naturally, this spell will only work outdoors, but not necessarily only in wooded areas. The druid begins the incantation, and the spell must be continued uninterrupted until some called creature appears or 2 turns have elapsed. (The verbalization and somatic gesturing are easy, so this is not particularly exhausting to the spell caster.) Only 1 type of the following sorts of beings can be summoned by the spell, and they will come only if they are within the range of the call: The creature(s) called by the spell are entitled to a saving throw versus magic (at -4) to avoid the summons. Any woodland being answering the call will be favourably disposed to the spell caster and give whatever aid it is capable of. However, if the caller or members of the caller's party are of evil alignment, the creatures are entitled to another saving throw versus magic (this time at +4) when they come within 1"" of the druid or other evil character with him or her, and these beings will seek immediately to escape if the saving throw is successful. In any event, if the druid requests that the summoned creatures engage in combat on behalf of the druid, they are required to make a loyalty reaction score based on the druid's charisma and whatever dealings he or she has had with the called creature(s). The material components of this spell are a pinecone and 8 holly berries. "|Special|Special|VSM|Neg.
4|3|Control Temperature, r=10'|When this spell is cast by the druid, the temperature surrounding the druid can be altered by 9 degrees Fahrenheit (5ºC) per level of experience of the spell caster, either upwards or downwards. Thus, a 10th level druid could raise the surrounding temperature from 1 to 90 degrees (1-50ºC) or lower it by from 1 to 90 degrees (1-50ºC). The spell lasts for a number of turns equal to 4 plus the level of experience of the druid, i.e. when cast by a 10th level druid the spell persists for 14 turns.|0.6|40+10n|VSM|None
4|4|Cure Serious Wounds| This spell is a more potent version of the Cure Light Wounds spell (q.v.). Upon laying his or her hand upon a creature, the cleric causes from 3 to 17 (2d8+1) hit points of wound or other injury damage to the creature's body to be healed. This healing will affect only those creatures listed in the Cure Light Wounds spell explanation. Cause Serious Wounds, the reverse of the spell, operates similarly to the Cause Light Wounds spell, the victim having to be touched first, and if the touch is successful, it will inflict 3 to 17 hit points. |0.6|P|VSM|None
4|5|Dispel Magic|When a cleric casts this spell, it neutralizes or negates the magic it comes in contact with as follows: A Dispel Magic will not affect a specially enchanted item such as a scroll, magic ring, wand, rod, staff, miscellaneous magic item, magic weapon, magic shield, or magic armour. It will destroy magic potions (they are treated as 12th level for purposes of this spell), remove spells cast upon persons or objects, or counter the casting of spells in the area of effect. The base chance for success of a Dispel Magic spell is 50%. For every level of experience of the character casting the Dispel Magic above that of the creature whose magic is to be dispelled (or above the efficiency level of the object from which the magic is issuing), the base chance increases by 5%, so that if there are 10 levels of difference, there is a 100% chance. For every level below the experience/efficiency level of the creature/object, the base chance is reduced by 2%. Note that this spell can be very effective when used upon charmed and similarly beguiled creatures. It is automatic in negating the spell caster's own magic.|0.6|P|VSM|None
4|6|Hallucinatory Forest|"By casting this spell the druid causes the appearance of an Hallucinatory Forest to come into existence. The Illusionary forest appears to be perfectly natural and is indistinguishable from a real forest. Other druids - as well as such creatures as centaurs, dryads, green dragons, nymphs, satyrs, and treants - will recognize the forest for what it is. All other creatures will believe it is there, and movement and order of march will be affected accordingly. The Hallucinatory Forest will remain until it is magically dispelled by a reverse of the spell or a Dispel Magic. The area shape is either rectangular or square, in general, at least 4"" deep, and in whatever location the druid casting the spell desires. The forest can be of less than maximum area if the druid wishes. One of its edges will appear up to 8"" away from the druid, according to the desire of the spell caster. "|0.6|P|VSM|None
4|7|Hold Plant| The Hold Plant spell affects vegetable matter as follows: 1) it causes ambulatory vegetation to cease moving; 2) it prevents vegetable matter from entwining, grasping, closing. or growing; 3) it prevents vegetable matter from making any sound or movement which is not caused by wind. The spell effects apply to all forms of vegetation, including parasitic and fungoid types, and those magically animated or otherwise magically empowered. It affects such monsters as green slime, moulds of any sort, shambling mounds. shriekers, treants, etc. The duration of a Hold Plant spell is 1 melee round per level of experience of the druid casting the spell. It affects from 1 to 4 plants - or from 4 to 16 square yards of small ground growth such as grass or mould. If but one plant (or 4 square yards) is chosen as the target for the spell by the druid, the saving throw of the plant (or area of plant growth) is made at a -4 on the die; if two plants (or 8 square yards) are the target, saving throws are at -2; if three plants (or 12 square yards) are the target, saving throws are at -1; and if the maximum of 4 plants (or 16 square yards of area) are the target, saving throws are normal.|0.8|n|VSM|Neg.
4|8|Plant Door| The Plant Door spell opens a magical portal or passageway through trees, undergrowth, thickets, or any similar growth - even growth of a magical nature. The Plant Door is open only to the druid who cast the spell, druids of a higher level, or dryads. The door even enables the druid to enter into a solid tree trunk and remain hidden there until the spell ends. If the tree is cut down or burned, the druid must leave before the tree falls or is consumed, or else he or she is killed also. The duration of the spell is 1 turn per level of experience of the druid casting it. If the druid opts to stay within an oak, the spell lasts 9 times longer, if an ash tree it lasts 2 times as long. The path created by the spell is up to 4' wide, 8' high and 12'/level of experience of the druid long. |0.6|10n|VSM|None
4|9|Produce Fire|By means of this spell the druid causes a common-type fire of up to 12' per side in area boundary. While it lasts but a single round, the fire produced by the spell will cause 1-4 hit points of damage on creatures within its area; and it will ignite combustible materials such as cloth, oil, paper, parchment, wood and the like so as to cause continued burning. The reverse, Quench Fire will extinguish any normal fire (coals, oil, tallow, wax, wood, etc.) within the area of effect.|0.6|1|VSM|None
4|10|Protection from Lightning|The effect of a Protection From Lightning spell differs according to the recipient of the magic - the druid or some other creature. If the spell is cast upon the druid, it confers complete invulnerability to normal lightning and to exposure to magical lightning until an accumulation of 12 hit points of potential damage per level of experience of the druid has been absorbed by the Protection From Lightning spell, at which time the spell is negated. Otherwise the spell lasts for 1 turn per level of experience of the druid. If the spell is cast upon another creature, it gives invulnerability to normal lightning, gives a bonus of +4 on saving throw die rolls made versus lightning attacks, and reduces damage sustained from magical lightnings by 50%. |0.6|Special|VSM|None
4|11|Repel Insects|When this spell is cast the druid creates an invisible barrier to all sorts of insects, and normal sorts will not approach within 10' of the druid while the spell is in effect although any giant insects with 2 or more hit dice will do so if they make a saving throw versus magic, and even those which do so will sustain 1-6 hit points of damage from the passing of the magical barrier. Note that the spell does not in any way affect arachnids, myriapods, and similar creatures - it affects only true insects. The material components of the Repel Insects spell are mistletoe and one of the following: several crushed marigold flowers, a whole crushed leek, 7 crushed stinging nettle leaves or a small lump of resin from a camphor tree.|1|10n|VSM|None
4|12|Speak with Plants|"When cast, a Speak With Plants spell enables the cleric to converse, in very rudimentary terms, with all sorts of living vegetables. Thus, the cleric can question plants as to whether or not creatures have passed through them, cause thickets to part to enable easy passage, require vines to entangle pursuers, and similar things. The spell does not enable the cleric to animate non-ambulatory vegetation. The power of the spell lasts for 1 melee round for each level of experience of the cleric who cast it. All vegetation within the area of effect are under command of the spell. The material components for this spell are a drop of water, a pinch of dung, and a flame.
 "|10|2n|VSM|None
5|1|Animal Growth|"When this spell is cast, the druid causes all animals, up to a maximum of 8, within a 2"" square area to grow to twice their normal size. The effects of this growth are doubled hit dice (with resultant improvement in attack potential) and doubled damage in combat. The spell lasts for 2 melee rounds for each level of experience of the druid casting the spell. Note that the spell is particularly useful in conjunction with a Charm Person or Mammal or a Speak With Animals spell. The reverse reduces animal size by one half, and likewise reduces hit dice, attack damage, etc."|0.7|2n|VSM|None
